source,distance,Terminal_Velocity_cm/s,PACS70_threeSigma_arcsec,PACS160_threeSigma_arcsec,SCUBA450_threeSigma_arcsec,SCUBA850_threeSigma_arcsec,PACS70_threeSigma_pc,PACS160_threeSigma_pc,SCUBA450_threeSigma_pc,SCUBA850_threeSigma_pc,PACS70_threeSigma_yrs,PACS160_threeSigma_yrs,SCUBA450_threeSigma_yrs,SCUBA850_threeSigma_yrs,
uant,268,2050000,51.2,54.4,0,56,0.066524237824,0.07068200268799998,0.0,0.07276088512,3174.791350305976,3373.2158097000993,0.0,3472.4280393971612
