x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,0.0024939829876369757
3.2,0.0024788089003855047
6.4,0.0021029148775404097
9.600000000000001,0.001451326046383989
12.8,0.0009445160907223019
16.0,0.0007109256926020378
19.200000000000003,0.0006672995580135066
22.400000000000002,0.000663348882613346
25.6,0.0006856670891150209
28.8,0.0007101334381704965
32.0,0.0007070304829996496
35.2,0.0006599421925590839
38.400000000000006,0.0005672436347690648
41.6,0.00043561714666705796
44.800000000000004,0.00030087596589830755
48.0,0.00019015400654751142
51.2,0.00011165017757987942
54.400000000000006,6.608679437427813e-05
57.6,4.1916000779890716e-05
60.800000000000004,2.9391515434049294e-05
64.0,2.2160335007319877e-05
67.2,1.733188319318406e-05
70.4,1.444489148222136e-05
73.60000000000001,1.2430866705484579e-05
76.80000000000001,1.0698176594562361e-05
80.0,9.30270648982394e-06
83.2,8.047826847153833e-06
86.4,7.167609447284491e-06
89.60000000000001,6.471176480990534e-06
92.80000000000001,5.785646995908085e-06
96.0,5.2907791542418285e-06
99.2,4.800808533104461e-06
102.4,4.448856269838598e-06
105.60000000000001,4.04735788998635e-06
108.80000000000001,3.709252434847794e-06
112.0,3.4458405352344976e-06
115.2,3.1701026685477693e-06
118.4,2.9864142446449422e-06
121.60000000000001,2.764021024440919e-06
124.80000000000001,2.4790815226514084e-06
128.0,2.298197028250611e-06
131.20000000000002,2.137595755492738e-06
134.4,2.024255230895336e-06
137.6,1.8883980453228976e-06
140.8,1.788497278538119e-06
144.0,1.694150352107195e-06
147.20000000000002,1.6171573618717108e-06
150.4,1.5583271890168193e-06
153.60000000000002,1.466058889960054e-06
156.8,1.4202908903371254e-06
160.0,1.3549360985420304e-06
163.20000000000002,1.3291112257569767e-06
166.4,1.3191716920162713e-06
169.60000000000002,1.4075901955074024e-06
