x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,4.7403508103881506e-05
4.0,3.814399969691535e-05
8.0,2.44352524644248e-05
12.0,1.6865821476654206e-05
16.0,1.3565777185518061e-05
20.0,1.1373906559412565e-05
24.0,9.540540799277613e-06
28.0,7.834153995318772e-06
32.0,6.282091521905049e-06
36.0,5.006631676063322e-06
40.0,3.888646622186143e-06
44.0,2.9277554408072697e-06
48.0,2.124561169195674e-06
52.0,1.4716974737000317e-06
56.0,1.0245267254631025e-06
60.0,7.276837960887551e-07
64.0,5.130033425603746e-07
68.0,3.5328864478480876e-07
72.0,2.3345350319895596e-07
76.0,1.526850396632024e-07
80.0,9.907188507607615e-08
84.0,6.065904702549998e-08
88.0,3.6639894205519305e-08
92.0,2.1826226708148765e-08
96.0,1.2532364804825909e-08
100.0,6.785239029424463e-09
104.0,3.4765210541738295e-09
108.0,1.7835899823484914e-09
112.0,9.087429449214603e-10
116.0,4.36466825599627e-10
120.0,2.12628816033853e-10
124.0,8.772257704207589e-11
128.0,3.693032148537822e-11
132.0,1.556101911362217e-11
136.0,6.252697518979222e-12
140.0,2.3820213420748067e-12
144.0,9.123169300061915e-13
148.0,3.1819039657178313e-13
152.0,9.698146925872933e-14
156.0,3.489520209198432e-14
160.0,1.2185598388791352e-14
164.0,4.5134789360799154e-15
168.0,1.4708456046834002e-15
