x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,4.485672013663434e-05
4.0,3.5607174233226716e-05
8.0,2.1933962896769228e-05
12.0,1.4420885479927262e-05
16.0,1.1227855360263499e-05
20.0,9.328233960981063e-06
24.0,7.92033504255098e-06
28.0,6.6753547067876545e-06
32.0,5.557243264696825e-06
36.0,4.681412862874949e-06
40.0,3.94141985376548e-06
44.0,3.2316219079406196e-06
48.0,2.4863937336430154e-06
52.0,1.7656262664623649e-06
56.0,1.2492369494698885e-06
60.0,9.183780434613365e-07
64.0,6.823302515178851e-07
68.0,4.988779991295609e-07
72.0,3.507675261400556e-07
76.0,2.4282461292523135e-07
80.0,1.6581335599620481e-07
84.0,1.0677339629002565e-07
88.0,6.751392589170361e-08
92.0,4.191668087510109e-08
96.0,2.50342891115606e-08
100.0,1.4088811766361874e-08
104.0,7.488429008234082e-09
108.0,3.970996279624438e-09
112.0,2.0855842828241764e-09
116.0,1.032409908168195e-09
120.0,5.171829238380331e-10
124.0,2.1931763240388073e-10
128.0,9.467251858341616e-11
132.0,4.080827036453564e-11
136.0,1.6783589658600667e-11
140.0,6.525960119734186e-12
144.0,2.5448939067968307e-12
148.0,9.08114457264196e-13
152.0,2.8140313807932823e-13
156.0,1.0332073559389095e-13
160.0,3.6638095252516e-14
164.0,1.3783554489788733e-14
168.0,4.59051557551988e-15
