x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,4.6175923030474866e-05
4.0,3.6915610372245566e-05
8.0,2.321342837047806e-05
12.0,1.5660762088474428e-05
16.0,1.2420099257169305e-05
20.0,1.0462558391217392e-05
24.0,9.011521689857087e-06
28.0,7.719637417066846e-06
32.0,6.4558674683079876e-06
36.0,5.251712349334101e-06
40.0,4.056058714401136e-06
44.0,2.9907862660632604e-06
48.0,2.139598102918637e-06
52.0,1.4948168737422763e-06
56.0,1.0634086529145528e-06
60.0,7.674512274114985e-07
64.0,5.446385596299856e-07
68.0,3.7483555614719094e-07
72.0,2.46224358318911e-07
76.0,1.594392302699757e-07
80.0,1.0210775663954305e-07
84.0,6.144387162197887e-08
88.0,3.638250693998164e-08
92.0,2.1204224398772098e-08
96.0,1.1882665522597672e-08
100.0,6.2586587887665965e-09
104.0,3.110428998225294e-09
108.0,1.5473530465537195e-09
112.0,7.643062852224443e-10
116.0,3.5509735417095037e-10
120.0,1.6728621099086324e-10
124.0,6.619151910381343e-11
128.0,2.6758042441762072e-11
132.0,1.0840798905430073e-11
136.0,4.170747331663647e-12
140.0,1.5220283549292674e-12
144.0,5.594991046923118e-13
148.0,1.8456609022166721e-13
152.0,5.364459228536956e-14
156.0,1.8134951325395328e-14
160.0,5.982217924303733e-15
164.0,2.075165225456301e-15
168.0,6.064907558306487e-16
