Filter_Name,Wavelength_micron,Filt.Convolved_SED_Flux_Jy
GAIADR2_Gbp,0.528051100122395,24.29427861192994
GAIADR2_G,0.6770110663028952,99.58086742940708
GAIADR2_Grp,0.7932285077813985,234.6903806374071
2MASS_J,1.2232108888203437,876.520112553194
2MASS_H,1.641855972403177,1429.7234942806483
2MASS_Ks,2.2024757594239204,1431.4116637482969
COBE_DIRBE_1.25,1.283483104056272,1010.5581615058143
COBE_DIRBE_2.2,2.204923360251841,1403.7788740306246
COBE_DIRBE_3.5,3.5216206429049683,705.5344798489158
COBE_DIRBE_4.9,4.954844254630214,400.58394813584226
WISE_RSR_W3,12.190421913384565,120.7077915390664
WISE_RSR_W4,22.34270386612677,53.97101833276069
AKARI_S9W,9.18383127996886,192.6640363001387
AKARI_L18W,19.707973009475538,54.890838986385916
AKARI_FIS_N60,66.45843981304853,32.06916391201831
AKARI_FIS_WIDES,89.31838994934584,23.891416473741106
AKARI_FIS_WIDEL,150.9053990174674,7.9352252058460415
IRAS_12,11.53431212209022,142.2315591009871
IRAS_25,23.841129632432338,52.81491715398236
IRAS_60,61.247123004860576,35.536514613357724
IRAS_100,102.00682088988309,18.07523690229029
HERSCHEL_PACS_BLUE,72.15371447969744,28.77276171521459
HERSCHEL_PACS_RED,167.0921512765277,6.324887774061609
HERSCHEL_SPIRE_PSW,252.3914922376205,2.0836755668706792
HERSCHEL_SPIRE_PMW,352.68603024791423,0.8346558281261339
HERSCHEL_SPIRE_PLW,513.5318418994426,0.31182902469421014
JCMT_SCUBA2_450,457.86151954735425,0.38402363517059873
JCMT_SCUBA2_850,862.2941509532168,0.07134321914660176
