Filter_Name,Wavelength_micron,Filt.Convolved_SED_Flux_Jy
GAIADR2_Gbp,0.528051100122395,24.29871582378445
GAIADR2_G,0.6770110663028952,99.59461528589601
GAIADR2_Grp,0.7932285077813985,234.72032087803552
2MASS_J,1.2232108888203437,876.5918413533599
2MASS_H,1.641855972403177,1429.8112761337927
2MASS_Ks,2.2024757594239204,1431.4759243276078
COBE_DIRBE_1.25,1.283483104056272,1010.6368700022532
COBE_DIRBE_2.2,2.204923360251841,1403.8409367959387
COBE_DIRBE_3.5,3.5216206429049683,705.5518367383132
COBE_DIRBE_4.9,4.954844254630214,400.5898926215654
WISE_RSR_W3,12.190421913384565,120.69515909126609
WISE_RSR_W4,22.34270386612677,53.14232734317537
AKARI_S9W,9.18383127996886,192.66478120531252
AKARI_L18W,19.707973009475538,54.51310790183163
AKARI_FIS_N60,66.45843981304853,29.677370229228988
AKARI_FIS_WIDES,89.31838994934584,22.304753330664436
AKARI_FIS_WIDEL,150.9053990174674,7.577638630399692
IRAS_12,11.53431212209022,142.22714189277582
IRAS_25,23.841129632432338,51.838915919236186
IRAS_60,61.247123004860576,32.76977687058219
IRAS_100,102.00682088988309,17.018401519613633
HERSCHEL_PACS_BLUE,72.15371447969744,26.74478445732004
HERSCHEL_PACS_RED,167.0921512765277,6.0551512374488965
HERSCHEL_SPIRE_PSW,252.3914922376205,2.0156028027684414
HERSCHEL_SPIRE_PMW,352.68603024791423,0.8121665608836613
HERSCHEL_SPIRE_PLW,513.5318418994426,0.3050235505401637
JCMT_SCUBA2_450,457.86151954735425,0.3753452507721481
JCMT_SCUBA2_850,862.2941509532168,0.07029713276614998
