x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,4.699845283691115e-05
4.0,3.772891675588702e-05
8.0,2.400276129640623e-05
12.0,1.641961549866017e-05
16.0,1.3147185931021338e-05
20.0,1.1161167026069476e-05
24.0,9.686126559805132e-06
28.0,8.314053272218509e-06
32.0,6.825413446089629e-06
36.0,5.320309844152534e-06
40.0,3.9138602090973324e-06
44.0,2.806036915515259e-06
48.0,2.006293406638523e-06
52.0,1.4069119727784051e-06
56.0,9.891015895224145e-07
60.0,6.968200376972317e-07
64.0,4.798602754463365e-07
68.0,3.195078135543011e-07
72.0,2.0239401819925033e-07
76.0,1.2641551723235e-07
80.0,7.815922362105923e-08
84.0,4.5292148810947405e-08
88.0,2.583962272901717e-08
92.0,1.4521903797922647e-08
96.0,7.839776852629025e-09
100.0,3.968425353941229e-09
104.0,1.893730066175903e-09
108.0,9.055598657508038e-10
112.0,4.3014695449412786e-10
116.0,1.9161060927393981e-10
120.0,8.649834735480547e-11
124.0,3.265017865562069e-11
128.0,1.2602237468235878e-11
132.0,4.874175047220231e-12
136.0,1.7762035758444295e-12
140.0,6.159775184269659e-13
144.0,2.148800808557339e-13
148.0,6.519301749311419e-14
152.0,1.7650260184306306e-14
156.0,5.289809888094317e-15
160.0,1.5359960019934024e-15
164.0,4.416780531530807e-16
168.0,8.129054635670312e-17
