x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,0.00042557300457081784
2.0,0.0003721671589688829
4.0,0.00027715831512085856
6.0,0.0002065311210334693
8.0,0.00016377712267811622
10.0,0.000133972498449068
12.0,0.0001136105985433666
14.0,9.660543637591785e-05
16.0,8.136417164610558e-05
18.0,6.944162747444694e-05
20.0,6.027747220012057e-05
22.0,5.3561795428139036e-05
24.0,4.8729986952829196e-05
26.0,4.5223607366355205e-05
28.0,4.2996955067843414e-05
30.0,4.1484709637189104e-05
32.0,4.003151906606781e-05
34.0,3.8078526024259446e-05
36.0,3.521817028425971e-05
38.0,3.1676947438965145e-05
40.0,2.7759951864741805e-05
42.0,2.3296176976543787e-05
44.0,1.9081233212865495e-05
46.0,1.5331527522053013e-05
48.0,1.2051489531946633e-05
50.0,9.22039083514806e-06
52.0,6.8696730449946815e-06
54.0,5.098800291578671e-06
56.0,3.737888303476741e-06
58.0,2.632254532887641e-06
60.0,1.794351697008195e-06
62.0,1.1758866521369086e-06
64.0,7.527090841074179e-07
66.0,4.700807318318757e-07
68.0,2.8224153809453876e-07
70.0,1.6585043366514538e-07
72.0,9.523050110192374e-08
74.0,5.2798404243389925e-08
76.0,2.7768395083830303e-08
78.0,1.4139364890451635e-08
80.0,7.197483274138406e-09
82.0,3.4953284366544228e-09
84.0,1.6034581809460472e-09
86.0,7.018618564002618e-10
88.0,2.916490804695665e-10
90.0,1.1760590407543007e-10
92.0,4.3962501920072315e-11
94.0,1.386906114990497e-11
96.0,4.2108237811051905e-12
98.0,1.1227287647408796e-12
100.0,3.3277648902754835e-13
102.0,8.956549832993492e-14
104.0,2.2262700903050393e-14
106.0,7.211423365373748e-15
108.0,1.1238195137636188e-15
110.0,2.432831500809503e-16
112.0,2.383724169060833e-17
114.0,2.1380138209478425e-18
116.0,1.0469364373650493e-19
118.0,-8.079314877413608e-25
120.0,-6.553643187836681e-26
122.0,7.841089462149976e-29
124.0,-4.641343486166016e-31
126.0,6.538861421899079e-33
128.0,7.100830766056212e-37
130.0,7.333279392280785e-39
132.0,8.183236311828728e-41
134.0,-1.2535976742268221e-42
136.0,8.719610241940216e-46
138.0,-1.4285426456703946e-47
140.0,9.356471524558469e-51
142.0,2.4197141766647025e-52
144.0,1.0340219792750575e-55
146.0,-2.5430948888237255e-59
148.0,2.188292644406928e-61
150.0,-1.3882529674209405e-64
152.0,5.903007067602517e-67
154.0,-2.557197054978908e-70
156.0,5.033983598862006e-74
158.0,-4.4092089835876454e-76
160.0,9.402996048321568e-80
162.0,-1.252211364810658e-81
164.0,-1.094317305473783e-84
166.0,-2.1835497629381365e-87
168.0,-1.8738909596870217e-103
