x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,0.045219610606039407
1.6,0.04300136271240457
3.2,0.03352100250698647
4.800000000000001,0.020715168760614487
6.4,0.011307780626184307
8.0,0.006631352338602486
9.600000000000001,0.005114972385613471
11.200000000000001,0.004087709969175471
12.8,0.0035767550313448543
14.4,0.0033844877432828153
16.0,0.0033655907430985158
17.6,0.0033864028609426355
19.200000000000003,0.0034080758329731523
20.8,0.003468768290640112
22.400000000000002,0.0035778863341981593
24.0,0.0037415356744639073
25.6,0.003960005040318212
27.200000000000003,0.004246234346924575
28.8,0.004606869268394142
30.400000000000002,0.004935590853112346
32.0,0.005103830499697112
33.6,0.004977616276442591
35.2,0.004515485474041001
36.800000000000004,0.0037834587631335203
38.400000000000006,0.002892417915291056
40.0,0.001989978791685193
41.6,0.0012541444485259473
43.2,0.0007891788273343275
44.800000000000004,0.0005251958897679763
46.400000000000006,0.0003722269317627827
48.0,0.00028285531917141346
49.6,0.00022640314434482585
51.2,0.0001900575082066766
52.800000000000004,0.00016412896090382904
54.400000000000006,0.0001432002071713777
56.0,0.00012665242309211383
57.6,0.00011317443621668716
59.2,0.00010308797559117662
60.800000000000004,9.430667073137231e-05
62.400000000000006,8.716277590599771e-05
64.0,8.119736942624748e-05
65.60000000000001,7.541838783605673e-05
67.2,7.095999944036857e-05
68.8,6.633876277230424e-05
70.4,6.276411771273036e-05
72.0,5.9411422212026826e-05
73.60000000000001,5.626821169190883e-05
75.2,5.336038159884637e-05
76.80000000000001,5.0224081714274635e-05
78.4,4.7477280148809674e-05
80.0,4.465508223113479e-05
81.60000000000001,4.227449362157873e-05
83.2,4.0065398940832514e-05
84.80000000000001,3.808645394374538e-05
86.4,3.622020654993003e-05
88.0,3.446621282669947e-05
89.60000000000001,3.2801128073570256e-05
91.2,3.1290888424199605e-05
92.80000000000001,2.990001575780822e-05
94.4,2.8542262397703702e-05
96.0,2.730339099065381e-05
97.60000000000001,2.6139905624106338e-05
99.2,2.50656009748173e-05
100.80000000000001,2.406057001350341e-05
102.4,2.318065929123202e-05
104.0,2.230282828815545e-05
105.60000000000001,2.150663901418181e-05
107.2,2.0721374680182944e-05
108.80000000000001,1.9919336199496154e-05
110.4,1.919993450124371e-05
112.0,1.8483878354266564e-05
113.60000000000001,1.7783146270956707e-05
115.2,1.7080287523779507e-05
116.80000000000001,1.6431894234089903e-05
118.4,1.5809694122732742e-05
120.0,1.5408415577533725e-05
121.60000000000001,1.4764008152796187e-05
123.2,1.4263065295019846e-05
124.80000000000001,1.384052820209122e-05
126.4,1.3369260756888946e-05
128.0,1.2947642403914423e-05
129.6,1.2488913000853681e-05
131.20000000000002,1.2003520775473213e-05
132.8,1.1630488059477285e-05
134.4,1.1177170055328619e-05
136.0,1.0864341949205472e-05
137.6,1.0497405926935846e-05
139.20000000000002,1.008859955087057e-05
140.8,9.799855498795413e-06
142.4,9.352984578089402e-06
144.0,9.063138007305112e-06
145.6,8.642871706266058e-06
147.20000000000002,8.258171134723298e-06
148.8,7.95826204103199e-06
150.4,7.506984426366747e-06
152.0,7.204027942166513e-06
153.60000000000002,6.8099247745224754e-06
155.20000000000002,6.550393228034941e-06
156.8,6.228248349488033e-06
158.4,5.964924830292402e-06
160.0,5.70369319986274e-06
161.60000000000002,5.470710672062934e-06
163.20000000000002,5.248009878893421e-06
164.8,5.075557913403036e-06
166.4,4.9266678372698654e-06
168.0,4.8914885990896545e-06
169.60000000000002,5.100581716148747e-06
