x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,5.183953615265404e-05
4.0,4.2524018240597693e-05
8.0,2.871486587368861e-05
12.0,2.105814901022806e-05
16.0,1.761701630143091e-05
20.0,1.4900247645074582e-05
24.0,1.2108322075335674e-05
28.0,9.212406589083876e-06
32.0,6.651831032373205e-06
36.0,4.83396854755989e-06
40.0,3.5124183428617166e-06
44.0,2.52324134908131e-06
48.0,1.7605562104530069e-06
52.0,1.1570159628986871e-06
56.0,7.447270975171622e-07
60.0,4.770907726897159e-07
64.0,2.965011331444566e-07
68.0,1.7699440211272786e-07
72.0,9.947869783740963e-08
76.0,5.517635363059938e-08
80.0,3.0384687856660185e-08
84.0,1.5562317802177853e-08
88.0,7.861757528185971e-09
92.0,3.925308248921209e-09
96.0,1.8728644948308246e-09
100.0,8.272210233068897e-10
104.0,3.4505401755554313e-10
108.0,1.4364231500253612e-10
112.0,5.845196599808395e-11
116.0,2.1085939048207983e-11
120.0,7.270118065738777e-12
124.0,2.543433342818457e-12
128.0,8.76696674840065e-13
132.0,2.877386429538328e-13
136.0,8.281464128687551e-14
140.0,2.546431535957193e-14
144.0,7.501184749306709e-15
148.0,1.3613661498614979e-15
152.0,2.892715231875449e-16
156.0,2.0687701745142412e-17
160.0,8.711358165851538e-19
164.0,-7.512068781212624e-23
168.0,-3.915158775111584e-44
