x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,0.002772443552018487
3.2,0.0027612436825603937
6.4,0.0023984355178458343
9.600000000000001,0.0017689322004077156
12.8,0.0012861630219171024
16.0,0.001053320167249587
19.200000000000003,0.0009647867495841772
22.400000000000002,0.0008746046560147461
25.6,0.0007793183559093632
28.8,0.0006853776837199676
32.0,0.0005911220707436618
35.2,0.0005064101621910156
38.400000000000006,0.00042915741731886284
41.6,0.0003455246936290761
44.800000000000004,0.0002630200438418659
48.0,0.00019143986847054313
51.2,0.00013295574474554649
54.400000000000006,8.836586562376754e-05
57.6,5.6135464558967795e-05
60.800000000000004,3.656711346594257e-05
64.0,2.57929849453431e-05
67.2,1.928458432946045e-05
70.4,1.55078393183107e-05
73.60000000000001,1.2997737201917114e-05
76.80000000000001,1.1083505172729993e-05
80.0,9.669562230848861e-06
83.2,8.420939876959127e-06
86.4,7.528359549426972e-06
89.60000000000001,6.7988266334676685e-06
92.80000000000001,6.077238067504829e-06
96.0,5.555940341986131e-06
99.2,5.0373673927916265e-06
102.4,4.66355561679771e-06
105.60000000000001,4.236361919859871e-06
108.80000000000001,3.876934575823657e-06
112.0,3.5960348388299673e-06
115.2,3.30005119108075e-06
118.4,3.1043358375715833e-06
121.60000000000001,2.877339637216995e-06
124.80000000000001,2.5772419754468933e-06
128.0,2.4026858276620687e-06
131.20000000000002,2.2377190901768594e-06
134.4,2.1329699088673667e-06
137.6,1.9810522691533125e-06
140.8,1.8786286623949017e-06
144.0,1.7666425051114658e-06
147.20000000000002,1.6782050819540212e-06
150.4,1.6132242547964689e-06
153.60000000000002,1.5023359048293196e-06
156.8,1.4559786609246089e-06
160.0,1.3864813586293304e-06
163.20000000000002,1.3614952114431957e-06
166.4,1.3541941878571578e-06
169.60000000000002,1.4466405290086164e-06
