x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,0.0028165703370243065
3.2,0.0028071804414001736
6.4,0.0024490508019817444
9.600000000000001,0.0018236196306441366
12.8,0.0013387782012179454
16.0,0.001091607713570512
19.200000000000003,0.0009835647334967181
22.400000000000002,0.0008781903069943462
25.6,0.0007737846355162264
28.8,0.0006787305639649984
32.0,0.0005918505058739683
35.2,0.0005175228672574538
38.400000000000006,0.0004461157137097984
41.6,0.00035997748212564283
44.800000000000004,0.0002693139565056787
48.0,0.00018981003216578276
51.2,0.00012596533897578659
54.400000000000006,7.958930866681625e-05
57.6,4.91361197560012e-05
60.800000000000004,3.2718854001107835e-05
64.0,2.405153420931111e-05
67.2,1.8457053571085152e-05
70.4,1.5057385896754814e-05
73.60000000000001,1.279226196572881e-05
76.80000000000001,1.102212052649178e-05
80.0,9.659977774210085e-06
83.2,8.418723142705074e-06
86.4,7.530996755094399e-06
89.60000000000001,6.81036941225272e-06
92.80000000000001,6.095198065153351e-06
96.0,5.580352038656017e-06
99.2,5.063135963124551e-06
102.4,4.690610963523824e-06
105.60000000000001,4.262387246262052e-06
108.80000000000001,3.9022577485765494e-06
112.0,3.621266188318655e-06
115.2,3.3236475355050104e-06
118.4,3.1261486786952554e-06
121.60000000000001,2.897692837183581e-06
124.80000000000001,2.5950551136818963e-06
128.0,2.420876907121614e-06
131.20000000000002,2.2548016554963704e-06
134.4,2.1493751116653225e-06
137.6,1.997238820006713e-06
140.8,1.8937972328594772e-06
144.0,1.7811317317993725e-06
147.20000000000002,1.6911403758027876e-06
150.4,1.6249718771337351e-06
153.60000000000002,1.5139412454992914e-06
156.8,1.467290771555456e-06
160.0,1.398066869238888e-06
163.20000000000002,1.3738294841569386e-06
166.4,1.3670223868660695e-06
169.60000000000002,1.4631652205681663e-06
