x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,0.00041227722081107646
2.0,0.000358801189912119
4.0,0.0002636029361736626
6.0,0.00019271175116039046
8.0,0.00014961861169237464
10.0,0.00011930599419513192
12.0,9.838673156111838e-05
14.0,8.075905430673723e-05
16.0,6.48274648602153e-05
18.0,5.225632445717396e-05
20.0,4.251992366234076e-05
22.0,3.5367591961732225e-05
24.0,3.0279244418089076e-05
26.0,2.6753560084396355e-05
28.0,2.4803395886109928e-05
30.0,2.3925091251739403e-05
32.0,2.3661017356376752e-05
34.0,2.3773489325651177e-05
36.0,2.4073602521902157e-05
38.0,2.4392686223080092e-05
40.0,2.4629753274768192e-05
42.0,2.4671799873589894e-05
44.0,2.4290810843794278e-05
46.0,2.3242241494941183e-05
48.0,2.1316420710526116e-05
50.0,1.850105192899378e-05
52.0,1.5224911434500911e-05
54.0,1.2283144967961703e-05
56.0,9.831014068591405e-06
58.0,7.711400672872618e-06
60.0,5.952270077450334e-06
62.0,4.466683238861431e-06
64.0,3.2787016593032245e-06
66.0,2.3449979226843292e-06
68.0,1.6154465718924581e-06
70.0,1.0872429870190298e-06
72.0,7.127877394601665e-07
74.0,4.5174880755720084e-07
76.0,2.725101712592356e-07
78.0,1.5925707071382492e-07
80.0,9.255932479771383e-08
82.0,5.1461765961192675e-08
84.0,2.7286168853201277e-08
86.0,1.3910138253336544e-08
88.0,6.8719225641658315e-09
90.0,3.3686435980814596e-09
92.0,1.5918294611379577e-09
94.0,7.111487431902991e-10
96.0,3.0046828652112927e-10
98.0,1.1696828821527e-10
100.0,4.0470660031051174e-11
102.0,1.235057801456465e-11
104.0,3.4640307406059373e-12
106.0,1.2059779810592465e-12
108.0,3.0475840715545984e-13
110.0,8.745008425277612e-14
112.0,2.003985172818331e-14
114.0,4.692227336477152e-15
116.0,1.323775411685531e-15
118.0,1.532409472400961e-16
120.0,3.1062512992354355e-17
122.0,1.0674653999897877e-18
124.0,9.896932838277704e-21
126.0,3.800952200340456e-24
128.0,-1.2627395275713228e-26
130.0,9.02099617496233e-29
132.0,4.7761837025673104e-32
134.0,-1.1549975465789264e-33
136.0,1.0986571924239342e-36
138.0,-3.365394401365542e-40
140.0,4.0152141704314e-42
142.0,2.808587647962632e-43
144.0,3.060327340775969e-47
146.0,3.804859916707019e-49
148.0,1.3665872901877765e-51
150.0,-7.217154422316172e-55
152.0,3.076120187663223e-57
154.0,-1.3361921019890075e-60
156.0,2.6215487883370108e-64
158.0,-2.3044953463288584e-66
160.0,4.899155985076158e-70
162.0,-6.542919917639939e-72
164.0,-5.589664363902506e-75
166.0,-1.1369583308361872e-77
168.0,-6.901136341331578e-94
