x_axis(arcsec),Stellar_Profile(Jy/arcsec^2)
0.0,5.24434951963753e-05
4.0,4.313102039569417e-05
8.0,2.9332103988428226e-05
12.0,2.1669323817900945e-05
16.0,1.8148995848827347e-05
20.0,1.5198681778163894e-05
24.0,1.2175168028456293e-05
28.0,9.18001073466311e-06
32.0,6.629558497666721e-06
36.0,4.833066262723881e-06
40.0,3.511036015554089e-06
44.0,2.513467725001685e-06
48.0,1.7446814252098489e-06
52.0,1.1391665788291963e-06
56.0,7.280823416538189e-07
60.0,4.630778982381268e-07
64.0,2.8557502631700574e-07
68.0,1.6907451879937522e-07
72.0,9.416981521634358e-08
76.0,5.1761301382226254e-08
80.0,2.825337326720464e-08
84.0,1.4336084810224221e-08
88.0,7.17693965315442e-09
92.0,3.5530095342989905e-09
96.0,1.6804987349781672e-09
100.0,7.352119576919702e-10
104.0,3.0438194484598054e-10
108.0,1.2581846490446981e-10
112.0,5.077984317086226e-11
116.0,1.8091424804743827e-11
120.0,6.1710422349649814e-12
124.0,2.3189051856564853e-12
128.0,8.676327460227055e-13
132.0,3.20236321849772e-13
136.0,1.1357415863273464e-13
140.0,4.475305672422571e-14
144.0,1.8259024266831325e-14
148.0,6.866384190746866e-15
152.0,2.635070653137007e-15
156.0,1.1740106707370927e-15
160.0,5.422555323900146e-16
164.0,2.627167758000189e-16
168.0,1.2357009227067065e-16
