Model Type, Reduced Chisqaured Result
outer_M2010_RedChiSq, 99.2253590803109
outer_K2010_RedChiSq, 731.506112109506
inner_RedChiSq, 28672.95471595436
fourshells_even_RedChiSq, 2933.874936410858
fourshells_uneven_RedChiSq, 1953.4901218548523
cont_only_RedChiSq, 21933.102816809267
